ཀ|{stambha}
སུ་ཡི་ལས་སུ་འགྱུར་ཞེ་ན|{phalaM kasya bhaviSyati}
བསྲུང་བ་ཆེན་པོ་བྱས་པར་འགྱུར|{mahatI rakSA kRtA bhaviSyati}
བཅད་པར་འགྱུར་རོ|{samucchinnAni bhaviSyanti}
གནོད་པ་མེད་པར་འགྱུར|{anutpIDitAni bhaviSyanti}
སྣང་བ་བགྱིས་པར་འགྱུར་རོ|{avabhAsitAni bhaviSyanti}
འབྱུང་བར་འགྱུར|{prAdurbhUtA bhaviSyanti}
ཡོངས་སུ་བསྐྱབ་པར་འགྱུར|{paripAlitAni bhaviSyanti}
སེར་སྣ་མེད་པར་འགྱུར|{amatsarANi bhaviSyanti}
མི་འགྱུར|{na bhavet}
མི་འགྱུར་རོ|{na ... bhavet}
བྱམས་པའི་སེམས་སུ་འགྱུར|{hitacitAni baveyuH}
དེ་དེ་དྲན་པའི་ཡུལ་དུ་འགྱུར|{tattatsmaratAM yAti}
འཇུ་བར་འགྱུར|{jarAM yAti}
རབ་ཏུ་ཞི་བར་འགྱུར|{prazamaM yAsyanti}
སེམས་ནི་འགྱུར་མཐོང་ནས|{cittavikAradRSTvA}
མེད་པར་འགྱུར|{abhAvaH syAt}
ཟ་བར་འགྱུར|{° bhakSaH syAt}
སྐྱེ་འགྱུར|{jAyate}
སྐྱེ་བར་འགྱུར|{1) utpadyate 2) jAyate 3) virohate}
སྐྱེ་ཞིང་ཡོངས་སུ་གང་འགྱུར་འབྲི་མི་འགྱུར|{pUryate vardhati no ca hIyate}
སྐྱེད་པར་འགྱུར|{prasavati}
སྐྱོ་བར་འགྱུར|{udvijante}
ཁྱབ་པར་འགྱུར|{prasarpati}
འགྲུབ་མི་འགྱུར|{na sidhyati}
རྒྱས་པར་མི་འགྱུར་རོ|{na vivardhanti}
ངེས་པར་སྐྱེ་བར་འགྱུར|{upajAyate}
འཇིག་པར་འགྱུར|{bhrazyati}
འཇུག་པར་འགྱུར|{avagahante}
བརྗེད་པར་འགྱུར་རོ|{muhyati}
བརྗེད་པར་མི་འགྱུར་རོ|{na ... muhyati}
ཉམས་པར་འགྱུར|{moheti}
ཉམས་མི་འགྱུར|{na hApaye}
རྟོགས་པར་མི་འགྱུར|{nAvaiSi}
ལྟུང་བར་འགྱུར|{prapatanti}
ཐོབ་པར་འགྱུར|{prApnoti}
མཐོང་བར་འགྱུར|{pazyati}
མཐོང་མི་འགྱུར|{nekSante}
འཐད་པར་འགྱུར|{upapadyate}
འདའ་བར་འགྱུར|{yAti}
འདོང་བར་འགྱུར|{yAnti}
གནས་པར་འགྱུར|{Avasati}
ཕྱག་འཚལ་བར་འགྱུར་རོ|{namasyanti}
འཕེལ་བར་འགྱུར|{1) prasavati 2) vardhate}
བྱེད་པར་འགྱུར|{karoti}
འབྱུང་བར་འགྱུར|{1) jAyante 2) bhavanti 3) vartate 4) utpadyate}
མི་འཐད་འགྱུར|{nopapadyate}
མེད་འགྱུར|{vigacchati}
འཚོ་བར་འགྱུར|{jIvanti}
ཡིད་ཀྱང་མཉམ་འཇོག་མི་འགྱུར་ལ|{samAchau n aca tiSThati}
ཡོངས་སུ་འགྱུར|{parivartanti, parivartayanti}
ཤེས་འགྱུར|{abhijAnanti}
འགྲོ་བར་འགྱུར|{yAyAt}
སྒྱིད་ལུག་འགྱུར|{viSIdet}
འབྱུང་མི་འགྱུར|{na bhavet}
མྱོང་བར་འགྱུར|{avApnuyAm}
རྫོགས་པར་འགྱུར|{prapUrayet}
ཡིན་པར་འགྱུར|{bhavet}
ཤེས་པར་འགྱུར|{jAnIyuH}
སྐྱེ་ཞིང་གང་བར་འགྱུར་རོ|{paripUryate vardhate ca}
མངོན་མཆོད་འགྱུར|{abhipUjyate}
ཉམས་པར་འགྱུར|{1) avahIyate 2) hoyate}
ཉམས་མི་འགྱུར|{na khaNDyate}
རྟོགས་པར་འགྱུར་མ་ཡིན|{nAvasIyate}
ཐལ་བར་འགྱུར|{prasajyate}
ཐོབ་མི་འགྱུར|{na labhyate}
མཐོང་མི་འགྱུར|{na IkSyate}
དྲན་པར་འགྱུར|{smaryate}
གདུང་བར་འགྱུར|{1) dahyate 2) pacyate 3) bAdhyate}
ལྡོག་པར་མི་འགྱུར་གྱི|{ucchidyate na hi}
ལྡོག་མི་འགྱུར|{na vidI+Ryase}
རྣམ་ཐར་མི་འགྱུར་ཏེ|{na ... vimucyate}
སྣང་བར་འགྱུར|{dRzyate}
སྤོང་བར་འགྱུར|{prahIyate}
མྱོང་བར་འགྱུར|{anubhUyate}
དམིགས་པར་འགྱུར|{upalabhyate}
དམིགས་པར་མི་འགྱུར་རོ|{na labhyate}
ཟིལ་གྱིས་གནོན་པར་འགྱུར|{jIyate}
ལྟོས་པར་འགྱུར|{apekSatAm}
དོར་བྱར་འགྱུར|{tyaja}
བསྐྱེད་པར་འགྱུར|{utpatsyante}
མགོ་སྙོམས་བྱེད་པར་འགྱུར|{tulayiSyAmi}
འཆིའགྱུར|{mariSyati}
འཇུག་པར་འགྱུར|{pravekSyati}
རྙེད་པར་འགྱུར|{pratilapsyate}
སྟོན་པར་འགྱུར|{dezayiSyAmi}
ཐོབ་པར་འགྱུར|{lapsye}
མཏོང་འགྱུར|{drakSyasi}
གནས་པར་འགྱུར|{1) upasthAsyati 2) vihariSyami 3) sasthAsyanti}
བྱེད་འགྱུར|{kariSyati}
བྱེད་པར་འགྱུར|{kariSynati}
འབར་བར་བྱེད་པར་འགྱུར|{prajvAlayiSyasi}
འབྱུང་འགྱུར|{bhaviSyati}
འབྱུང་བར་འགྱུར|{prAdurbhaviSyanti}
འབྲལ་མི་འགྱུར|{apagamiSyati}
མེད་པར་འགྱུར|{na bhaviSyati}
སེམས་པར་འགྱུར|{cintayat}
ཐོབ་པར་མ་འགྱུར|{alabhyamAna}
གནོད་པར་འགྱུར|{vihanyamAna}
གནས་པར་འགྱུར|{sthAtavya}
མ་མཆིས་པར་འགྱུར་ལགས་སོ|{vigantavyam}
མྱོག་བར་འགྱུར|{soDhavya}
དངོས་འགྱུར|{bhAvatA}
སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན|{anyadevekSate}
ཐུགས་མི་འགྱུར|{na cetaso 'nyatvam}
དེ་ནི་མི་འགྱུར་ལགས་སོ|{no hIdaM}
དོན་ཡོད་འགྱུར|{sArthako}
སྡུག་བསྔལ་ཅན་ལ་དགེ་ཆེན་འགྱུར|{duHkhite ca mahacchubham}
འཕེལ་ཟད་པར་འགྱུར|{vRddhikSayau jayet}
བྱང་ཆུབ་ཐོབ་པར་མི་འགྱུར་རོ|{na ca bodhirbhaviSyati}
མི་འགྱུར་རམ|{nanu (?)}
བསོད་ནམས་མི་འགྱུར་གང་ཡང་མེད|{na tadasti na yatpuNyam}
བཅད་པ་དང་དབུག་དང་སྲེག་དང་གཤེག་འགྱུར་གྱིས|{chettavyazcAsmi bhettavyo dAhyaH pATyo 'pi}
འགྱུར་ཏེ|{1) bhavati 2) syuH 3)}
སྐྱེ་འགྱུར་ཏེ|{utpadyate}
འགྲོ་འགྱུར་ཏེ|{yAti}
བྲེད་འགྱུར་ཏེ|{vizuSyati}
ཕན་པའི་སེམས་སུ་འགྱུར་ཏེ|{sukhacittAni}
ཡོངས་སུ་ཟད་པར་འགྱུར་ཏེ|{paryAdIyante}
སྔོན་པོར་འགྱུར་དུ་མི་རུང་བའམ་མི་བཏུབ|{abhavyo haritvAya}
འགྱུར་དུ་མེད་པ|{avivarta}
འགྱུར་ན|{1) bhavet 2)}
བཤིག་ན་བདག་ཉིད་ཉམས་འགྱུར་ཏེ|{hatvA hato bhavet}
གནས་འགྱུར་ན|{Asyate}
གནོད་པར་མི་འགྱུར་ན|{na bAdhate}
སྐྱེ་འགྱུར་ན|{prajAyatAm}
མེད་འགྱུར་ན|{na bhaviSyAmi}
སོ་སོར་འགྱེས་འགྱུར་ན|{pRthaka pRthag gamiSyanti}
སྲེག་འགྱུར་ན|{dhakSyati}
མཐོང་བར་འགྱུར|{pazyitvA}
བདེ་ལེགས་སུ་འགྱུར་བ|{svastyayana}
སྐྱོ་བར་འགྱུར་བ་མེད|{na khedamaiti}
ཉལ་བར་འགྱུར་བ|{saMvAsaM gatvA}
བདེན་པ་དག་གི་སྣོད་དུ་འགྱུར་པར་འགྱུར་བ|{satyAnAM bhajanabhUtA bhavanti}
མིག་འཁྲུལ་པར་མི་འགྱུར་བ|{cakSuvibhramaH ... na bhaviSyati}
ཟད་པར་འགྱུར་བ|{yAti kSayam}
སེམས་འགྱུར་བར་མཐོང་བ|{cittasya vikAraM pazyati}
མི་འགྱུར་བ|{avivartya}
སྒྲིབ་མ་མེད་པའི་ཡེ་ཤེས་ཐོབ་པར་འགྱུར་བ་སྟེ|{anAvaraNajJAnatAye saMvartante}
སྡུད་པར་འགྱུར་བ་སྟེ|{saMgrahAya saMvartante}
སྐྱེ་འགྱུར་བ|{utpadyate, jAyate}
ཁྱབ་འགྱུར་བ|{prasarpati}
གྲུབ་འགྱུར་བ|{sidhyati}
འགྲོ་འགྱུར་བ|{gacchati}
སྒྲོལ་འགྱུར་བ|{uttarati}
ངོམས་པར་མི་འགྱུར་བས|{na ... tRpyati}
ཆགས་པར་འགྱུར་བ|{rajyati}
འདོང་འགྱུར་བས|{yAti}
འདོད་འགྱུར་བ|{icchanti}
འབྱུང་བར་འགྱུར་བ|{utpadyate}
འཁོར་འགྱུར་བ|{saMsaret}
འགྲོ་འགྱུར་བ|{gaccheyuH}
ཉན་པར་འགྱུར་བ|{zRguyu}
ཉེར་འགྲོར་མི་འགྱུར་བ|{nopasarpeyuH}
ནབ་པར་མི་འགྱུར་བ|{na antardhApayet}
འགྲུབ་འགྱུར་བས|{kariSyati}
འགྲོ་བར་འགྱུར་བ|{gamiSyasi}
མེད་པར་འགྱུར་བ|{na bhavoSyAmi}
འཁྲུག་པར་མི་འགྱུར་བ|{na prakutyate}
ཐོབ་པར་འགྱུར་བ་གང་ཡིན་པ|{yag ... anubhUyate}
བྱེད་འགྱུར་བ|{kriyate}
མྱོང་བར་འགྱུར་བ་གང་ཡིན་པ|{yad ... anubhUyate}
གསོད་དུ་འཇུག་པར་འགྱུར་བ|{praghAtyate}
དད་པར་མི་འགྱུར་བ|{azraddheya}
འགག་པར་འགྱུར་བ|{niroddhum}
གང་ལ་གནོད་མི་དགྱེས་འབྱུང་འགྱུར་བ|{yeSAM vyathAyAM pravizanti manyuM}
འདའ་བར་འགྱུར་བ|{atikrama}
འབོག་ཅིང་བརྒྱལ་བར་འགྱུར་བ་ཡོད|{mUrcchAM vrajanti}
འབྲེལ་བར་འགྱུར་བ་གང་ཞིག་ཡོད|{katarattannibandhanam}
ཡོངས་སུ་འགྱུར་བ་ན|{parivartamAna}
འགྱུར་བ་མེད|{nirvikAra}
འགྱུར་བ་མེད་པ|{1) anavakAra 2) avaivartika 3) nirnivakAra 4) nizcala 5) zAzvata}
བློ་གྲོས་འགྱུར་བ་མེད་པ|{nizcalamati}
འགྱུར་བ་མེད་པ་ཞེས་བྱ་བའི་ཏིང་ངེ་འཛིན|{1) avikAro nAma samAdhiH 2) avaivarto nAma samAdhiH}
འགྱུར་བ་མེད་པ་བཞིན|{nirvikAra}
འགྱུར་བ་ཞིག་ན|{1) bhavet 2) syAt}
འགྱུར་བ་ཡིན|{1) Apadyate 2) bhaviSyanti 3) vrajete}
རབ་ཏུ་བཟུང་བར་འགྱུར་བ་ཡིན|{pragRhItA bhaviSyanti}
ཟད་པར་འགྱུར་བ་ཡིན|{kSatAM vrajete}
འགྱུར་བའི་ཆོས་ཉིད|{pariNAmadharmatva}
འགྱུར་བའི་སྡུག་བསྔལ|{vipariNAmaduHkhatA}
བདེ་བར་འགྱུར་བ་གྱིས|{sukhitAni bhaviSyanti}
འགྱུར་བར་བགྱི|{1) bhaveya 2) bhveyama}
སྟོབས་བཅུ་མཆོག་ཏུ་འགྱུར་བར་བགྱི|{bhaveyaM dazabalottamaH}
སངས་རྒྱས་འགྱུར་བར་བགྱི|{bhaveyaM buddhaH}
འགྱུར་བར་འགྱུར|{bhaviSyat}
འགྱུར་བར་ལྟ་བ་རྣམ་པ་དགུ|{navapariNAmadRSTi}
མི་འགྱུར་བར་བྱེད|{na saM padyate}
འགྱུར་བར་སྨྲ་བ|{pariNAmavAdin}
འགྱུར་བར་སྨྲ་བ་བརྟག་པ|{vivartavAdaparikSA}
འགྱུར་བར་འོང|{bhaviSyati}
དེ་ལྟ་བུར་ནི་འགྱུར་བར་འོང|{evaM bhaviSyati}
འགྱུར་བར་ཤོག|{1) bhaveya 2) bhaveyam}
འགྱུར་བས|{bhavanti}
འགྱུར་བས་ན|{iti}
འགྱུར་བྱ|{1) bhavet 2)}
ཐོས་པར་མི་འགྱུར་བྱ|{zroSyanti}
འགྱུར་བྱེད|{saJcala}
སྤྲ་ཆལ|{saJcala}
འགྱུར་མི་སྲིད|{nAbhaviSyat}
འགྱུར་མིན|{na ... bhavet}
འགྱུར་མིན་ཏེ|{naiti}
འགྱུར་མེད|{1) akSara 2) avikRta 3) nirvikAra}
འགྱུར་མོད|{bhavet}
འགྱུར་འཚལ|{bhavet}
འགྱུར་ཞིག་གུ|{yAsyAmi}
ཆགས་པ་མེད་པར་འགྱུར་ཞིག་གུ|{naprkSo yAsyAmi}
འགྱུར་ཞིང|{1) jAta 2) bhaviSyanti 3) bhUtvA 4) yAnti 5) vardhate 6)}
མི་འགྱུར་ཞིང|{na bhaviSyanti}
དགྱེས་འགྱུར་ཞིང|{yAnti mudam}
འོང་འགྱུར་ཞིང|{AyAti}
མེད་འགྱུར་ཞིང|{na bhaviSyanti}
སྤོང་འགྱུར་ཞིང|{hIyate}
རྣམ་པར་རྒྱས་འགྱུར་ཞིང|{vivardhamAnaH}
འགྱུར་ལ|{1) upagata 2) bhavanti}
མཛའ་འགྱུར་ལ|{bhavanti suhRdaH}
འགྱུར་ལགས་སོ|{bhavet}
འགྱེ|{cod}
འགྱེགས་པ|{vidhvaMsana}
འགྱེངས་པར་བྱེད་པ|{* apUrya mANa}
འགྱེད|{1) preSayate 2) vibhajate 3) saMrambha}
འགྱེད་སྟོབས|{bAhuvyAyAma}
འགྱེད་དང་བཅས|{sasaMrambha}
འགྱེར་བ|{varjana}
སྤོང་བ|{varjana}
འགྱེལ|{1) patanti 2) patita 3) pracaskhAla}
འགྱེལ་གྱུར|{papAta}
འགྱེལ་ཏེ|{patita}
འགྱེལ་ཏོ|{1) nipatita 2) papAta}
འགྱེལ་ནས|{1) nipatita 2) nipetatuH 3) patati 4) patanti}
འགྱེལ་པ|{patita}
འགྱེལ་བར་གྱུར|{patita}
འགྱེལ་མ་ཐག་ཏུ|{1) patitamAtre 2) prapatitamAtre}
སོ་སོར་འགྱེས་འགྱུར་ན|{pRthak pRthag gamiSyanti}
འགྱེས་པ|{patana}
འཇིག་ཅིང་འགྱེས་པ|{zatanapatana}
འགྱོགས་པ|{1) kSipra 2) javana 3) jAva 4) tarasA 5) vega}
འགྱོད་པ|{1) anutApa 2) anuzaya 3) Alekhya 4) kopa 5) kaikRtya 6) pazcAttApa 7) vipratisAra 9) vilekhya}
འགྱོད་པ་སྐྱེས་པ|{kaukRtyopasaMhAra}
འགྱོད་པ་མེད་པ|{a vipratisArin}
འགྱོད་པ་གསང་བ|{anutApagupta}
འགྱོད་པས་འགོག་པ|{anuzayAkSepa}
འགྱོད་མེད|{atApa}
འགྲགས་འགྲགས|{atiprabha}
གྲགས་འགྲགས|{atiprabha}
བསོད་ནམས་དང་དབང་ཆེ་བར་འགྲགས་པ|{puNyamahezAkhya}
འགྲགས་པོ་ལ་རྟེན་པ|{mitratA}
འགྲངས|{bhukta}
འགྲངས་པ|{1) pUrNagAtra 2) saMkhyA}
ལྟོ་འགྲངས་པ|{paripUrNagAtra}
འགྲངས་པར་བྱེད་པ|{yApana}
འགྲན|{1) AhUta 2) dvandva 3) spardhA 4)}
ཕྲག་དོག་འགྲན་དང་ང་རྒྱལ་བསྒོམ|{bhAvayeSyAM ca mAnaM ca}
འགྲན་ཅིང|{spardhamAna}
འགྲན་པ|{1) pratigarja 2) pratiso+rdha 3) saMdharSa 4) spardhA}
འགྲན་ཟླ|{sapatnI}
འགྲན་ཟླ་མེད་པ|{asapatna}
འགྲམ|{1) tIra 2) paMka 3) hanu}
འགྲམ་ངོགས|{taTa, tIrtha}
འགྲམ་དུ་མ་ཕྱིན་པར|{asaMprAptapArasya}
མི་ན་བར་ལམ་ནས་འགྲོ་བ་ལ་ལམ་གྱི་འགྲམ་ནས་འགྲོ་ཞེས་ཆོས་མི་བཤད|{notpathena gacchantaH pathena gacchate aglAnAya dharmaM dezayiSyAmaH}
འགྲམ་པ|{1) kaTa 2) gaNDa 3) hanu 4)}
འགྲམས་པ་སེང་གེ་འདྲ་བ|{siMhahanu}
འགྲམ་པོ|{ambhadanta}
འགྲམ་ས|{uccharkara}
འགྲམ་སོ|{jimbha}
ཐག་འགྲམ|{jimbha}
འགྲས|{vakra}
འགྲས་འགྲུས|{jihma}
འགྲས་པ|{1) dviSTa 2) dviSTi 3) virudh 4)}
ཞེ་འགྲས་གྱུར་པ|{pratiniviSTa}
འགྲིན་བཅུ|{dazagrIva}
འགྲིབ་པ་མེད|{ahAna}
འགྲིབ་པ་ལ་མཁས་པ|{apacayakuzala}
འགྲིབ་པར་མེད་པར་འབྱུང་བར་འགྱུར་རོ|{anupacayaM gaccati}
འགྲིབ་མེད|{ahAni}
འགྲིབས་པ|{nAza}
ནོར་འགྲིབས་པ|{arthanAza}
གྲལ་རིམས་སུ་མ་ཕག་པར་འགྲིམ་དུ་འཇུག་པ་ལ་མ་བཟློག་པར་ཟ་བ|{paMktivaiSamyavAdAnivAritabhukti}
འགྲིམ་པ|{cAraka}
འགྲིམས|{apakarSa, Unatva}
འགྲིམས་པ|{apakarSa, Unatva}
འགྲིས་པ|{saMstuta}
འགྲུ་སྐྱང་གྱི་ཡན་ལག་གི་ཚོགས|{nipakasyAMgasaMbhAraiH}
མ་དགའ་བས་ཀྱང་འདོད་མི་འགྲུབ|{daurmanasyena nAstISTam}
སངས་རྒྱས་ཆོས་འགྲུབ་འདྲ་བ་ལ|{buddhadharmagame same}
སངས་རྒྱས་ཉིད་དུ་མི་འགྲུབ་ཅིང|{na nAma sAdhyaM buddhatvaM}
