སྐུ་མ་རྙོངས་པ|a­bhugna­kukṣi­tā
ཆོས་ཐམས་ཅད་ལས་ཤིན་ཏུ་འཕགས་པ|sarva­dharmodgata
ཆོས་གནས་པ་ཉིད|dharma­sthiti­tā
ཆོས་བེམས་པ་ཉིད|dharma­jaḍa­tā
ཆོས་ཤེས་པ|dharma­jñāna
རྣམ་མཁྱེན|sarvākāra­jñāna
རྣམ་པར་མཁྱེན་པ|sarvākāra­jñāna
འདུས་བྱས་སྟོང་པ་ཉིད|saṃ­skṛta­śūnya­tā
འདུས་མ་བྱས་སྟོང་པ་ཉིད|a­saṃ­skṛta­śūnya­tā
ནང་སྟོང་པ་ཉིད|adhyātma­śūnyatā
ཕྱི་སྟོང་པ་ཉིད|bahir­dhā­śūnya­tā
མི་དགེ་བའི་ཆོས|a­kuśala­dharma
ལུང་དུ་མ་བསྟན་པའི་ཆོས|a­vyākṛta­dharma
ཆོས་ཀྱི་རྗེས་སུ་ལྟ་བའི་དྲན་པ་ཉེ་བར་གཞག་པ|dharmānupaśyī­smṛtyupasthāna
ཆོས་ཀྱི་སྐྱེ་མཆེད|dharmāyatana
ཆོས་ཀྱི་ཁམས|dharma­dhātu
ཆོས་ཐམས་ཅད་ཡང་དག་པར་འདུ་བ་རྒྱ་མཚོའི་ཕྱག་རྒྱ|sarva­dharma­sam­avasaraṇa­sāgara-mudrā; sam­avasaraṇa
ཆོས་ཐམས་ཅད་ལ་དབང་བསྒྱུར་བ་ཐམས་ཅད་མཁྱེན་པ|sarva­dharma­vaśa­vartaka­sarva­jña
འདུས་བྱས་ཀྱིས་རབ་ཏུ་ཕྱེ་བ|sam­skṛtspra­bhāvita
རྣམ་ཀུན་མངོན་རྫོགས་རྟོགས་པ|sarvākārābhi­sam­bodha
མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ|anutpattika­dharma­kṣānti
ཆོས་ཀྱི་དབྱིངས་ཀྱི་ཡེ་ཤེས|dharma­dhātu­jñāna
ཆོས་ལ་འཇུག་པའི་ཕྱག་རྒྱ|sarva­dharma­praveśa­mudrā
དེ་བཞིན་ཉིད་དུ་ཆོས་གནས་པ|tathatā­dharma­sthiti
ཕྱི་ནང་སྟོང་པ་ཉིད|adhyātma­bahir­dhā­śūnya­tā
མི་སྐྱེ་པའི་ཆོས་ལ་བཟོད་པ|an­utapattika­dharma­kṣānti
ཚིག་ཐམས་ཅད་རབ་ཏུ་འབྱེད་པ|sarva­dharma­pada­prabheda
ཆོས་རྟོགས་པའི་བཟོད་པ|dharma­jñāna­kṣānti
མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ|anutpattika­dharma­kṣānti
སྲིད་པ|bhava
བད་ཀན་ལས་གྱུར་པའི་ནད|śleṣmikā­vyādi
མི་དྲང་བ|cakratva
གཟུགས|rūpa
གཟུགས་ཅན་གྱི་ལུས|ātma­bhava
ལུས་ཡོངས་སུ་དག་པ|kāya­pari­śuddhi
ལུས་ཀྱི་ཚད|ātma­bhāvasya­pramāṇa
ཕུག་རོན|pārāvataviṣṭhā
གི་ཝང|gorocanā
པི་ལིན་དའི་བུ|Pilindavatsa
པི་ལིན་དའི་བུ|Pilindavatsa
མཆོད་སྡོང|yūpa
སྲོག་ཤིང|yaṣṭi
པཱི་ལུ་པ་ལ|Pīlupāla
པཱི་ལུ་པ་ལ|Pīlupāla
གསུས་པ་ཟླུམ་པོ|Piṇḍāra
གསུས་པ་ཟླུམ་པོ|Piṇḍāra
བྷ་ར་དྭ་ཛ་བསོད་སྙོམས་ལེན|Piṇḍola Bhāradvāja
བྷ་ར་དྭ་ཛ་བསོད་སྙོམས་ལེན|Piṇḍola Bhāradvāja
སེར་སྐྱ|Piṅgala
སེར་སྐྱ|Piṅgala
ཁང་པ་བརྩེགས་པ|kūṭāgāra
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཤ་ཟ|piśāca
ཕོལ་མིག|piṭaka
སྡེ་སྣོད|piṭaka
སྡེ་སྣོད|piṭaka
སྐྱེས་པའི་མལ་སྟན|garbhaśayyā
ཐང|sthala
བླག་ཤ|plakṣa
བླག་ཤ|plakṣa
བླཀྵ|plakṣa
བླཀྵ|plakṣa
ཆུ་ཤིང|kadali
སྙན་པར་སྨྲ་བ|priya­vacana
སྐྱེད་མོས་ཚལ|udyāna
རྙེད་བཙོན|prāptaka
མང་པོ་བརྗོད་པ|trir­ud­āhāra
དངགས་སུ་བྱས་པ|kā­vikṛtaka­kāvya
འཇམ་འབྲས|karañja
སྤུའི་ཁུང་བུ་ཐམས་ཅད་ནས་དྲི་ཡིད་དུ་འོང་བ་འབྱུང་བ|sarva­roma­kūpebhyo manāpo gandha ut­padyate
སྒོ་ཁྱུད|niryūha
གསོ་སྦྱོང|poṣadha
གསོ་སྦྱོང|poṣadha
གསོ་སྦྱོང|poṣadha
གསོ་སྦྱོང|poṣadha; upoṣadha
གསོ་སྦྱོང|poṣadha; upoṣadha
གསོ་སྦྱོང|poṣadha
གསོ་སྦྱོང|poṣadha
བསམ་པ|āśaya
རྣམ་པར་སྨིན་པའི་ཆོས་ཅན|vi­pāka­dharmin
ཡེ་ཤེས་སྤྱན|jñānavatī
ལོག་པར་མི་ལྷུང་བའི་ཆོས་ཅན|a­vinipāta­dharmin
སྤྱོད་ལམ|īryapatha
གྲུ་འཛིན་རི|Potala
གྲུ་འཛིན་རི|Potala
གྲུ་འཛིན|Potalaka
གྲུ་འཛིན|Potalaka
ཀྵ་ར|kṣara
ཕྱེ་མ|cūrṇa
སྟོབས|bala
རྫུ་འཕྲུལ|ṛddhi
བྱིན་གྱི་རླབས|adhiṣṭhāna
བྱིན་གྱིས་བརླབས|adhiṣṭhāna
མངོན་པར་ཤེས་པ|abhi­jñā
རྫུ་འཕྲུལ་གྱི་རྐང་པ|ṛddhipāda; ṛddhipada
རྫུ་འཕྲུལ་གྱི་རྐང་པ|ṛddhipāda
སྲོག་གི་དབང་པོ|jīvitendriya
གཟུངས|dhāraṇī
ཏིང་ངེ་འཛིན་གྱི་སྟོབས|samādhi­bala
དད་པའི་སྟོབས|śraddhā­bala
དྲན་པའི་སྟོབས|smṛti­bala
དབང་པོའི་ཏོག|indra­ketu
བརྩོན་འགྲུས་ཀྱི་སྟོབས|vīrya­bala
ཤེས་རབ་ཀྱི་སྟོབས|prajñā­bala
རྫུ་འཕྲུལ་གྱི་རྐང་པ་བཞི|ṛddhipāda
རྫུ་འཕྲུལ་གྱི་རྐང་པ་གཞི|catvāro ṛddhipādāḥ
ཕ་རོལ་གྱི་སེམས་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|para­citta­jñāna­sākṣāt­kriyā­jñānābhi­jñā
བྱ་བ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|ṛddhi­vidhi­jña­sākṣāt­kriyā­jñānābhi­jñā; vidhi­jña­sākṣāt­kriyā­jñānābhi­jñā
བྱ་བ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|ṛddhi­vidhi­jña­sākṣāt­kriyā­jñānābhi­jñā; vidhi­jña­sākṣāt­kriyā­jñānābhi­jñā
ལྷའི་རྣ་བ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|divya­śrotra­jñāna­sākṣāt­kriyā­jñānābhijñā
ལྷའི་མིག་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|divya­cakṣur­jñāna­sākṣāt­kriyā­jñānābhijñā
སྔོན་གྱི་གནས་རྗེས་སུ་དྲན་པ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|pūrva­nivāsānu­smṛti­jñāna­sākṣāt­kriyā­jñānābhi­jñā
སྔོན་གྱི་གནས་རྗེས་སུ་དྲན་པ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|pūrva­nivāsānu­smṛti­jñāna­sākṣāt­kriyā­jñānābhi­jñā
ཕ་རོལ་གྱི་སེམས་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|para­citta­jñāna­sākṣāt­kriyā­jñānābhi­jñā
ཟག་པ་ཟད་པ་ཤེས་པ་མངོན་སུམ་དུ་བྱ་བ་ཤེས་པའི་མངོན་པར་ཤེས་པ|āsrava­kṣaya­jñāna­sākṣāt­kriyā­jñānābhi­jñā
དད་པའི་སྟོབས|śraddhā­bala
སྲོག་གི་དབང་པོ|jīvitendriya
ཏིང་ངེ་འཛིན་གྱི་སྟོབས|samādhi­bala
བརྩོན་འགྲུས་ཀྱི་སྟོབས|vīrya­bala
དྲན་པའི་སྟོབས|smṛti­bala
ཤེས་རབ་ཀྱི་སྟོབས|prajñā­bala
སྟོབས་ལྡན|Balī
སྟོབས་ལྔ|pañcabalāni
དབང|indriya
དབང་པོ་ལྔ|pañca indriyāṇi
དབང་བཅུ|daśavaśitā
སྟོབས་ལྔ|bala
སྟོབས་བཅུ|daśabala
དབང་བཅུ|daśavaśitā
སྟོབས་ལྔ|pañca­bala
སྟོབས་ལྔ|pañcabalāni
རྫུ་འཕྲུལ་གྱི་རྐང་པ|ṛddhipāda
སྟོབས་སྐྱེད་པ|balādhāna
རྫུ་འཕྲུལ་གྱི་རྐང་པ|ṛddhipādā
མངོན་ཤེས་ལྔ|pañcābhi­jñā
མངོན་ཤེས་དྲུག|ṣaḍ­abhi­jñā
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśa­tathā­gata­bala
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśa­tathā­gata­bala
དེ་བཞིན་གཤེགས་པའི་སྟོབས་བཅུ|daśatathāgatabalāni
དབང་པོ་དང་སྟོབས་དང་བྱང་ཆུབ་ཀྱི་ཡན་ལག་དང་རྣམ་པར་ཐར་པ་དང་བསམ་གཏན་དང་ཏིང་ངེ་འཛིན་དང་སྙོམས་པར་འཇུག་པའི་ཀུན་ནས་ཉོན་མོངས་པ་དང་རྣམ་པར་བྱང་བ་དང་ལྡང་པ་ཤེས་པ་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་པ|sarvendriya­bala­bodhyaṅga­vimokṣa­dhyāna­samādhi­samāpatti­saṃkleśa­vyavadāna-vyuthāna­yathā­bhūta­pra­jñāna
དབང་པོ་དང་སྟོབས་དང་བྱང་ཆུབ་ཀྱི་ཡན་ལག་དང་རྣམ་པར་ཐར་པ་དང་བསམ་གཏན་དང་ཏིང་ངེ་འཛིན་དང་སྙོམས་པར་འཇུག་པའི་ཀུན་ནས་ཉོན་མོངས་པ་དང་རྣམ་པར་བྱང་བ་དང་ལྡང་པ་ཤེས་པ་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་པ|sarvendriya­bala­bodhyaṅga­vimokṣa­dhyāna­samādhi­samāpatti­saṃkleśa­vyavadāna-vyuthāna­yathā­bhūta­pra­jñāna
ཟག་པ་ཟད་པ་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་པ|ā­srava-kṣaya­yathābhūta­pra­jñāna; ā­srava-kṣaya
ཟག་པ་ཟད་པ|ā­srava-kṣaya­yathābhūta­pra­jñāna; ā­srava-kṣaya
ཟག་པ་ཟད་པ་ཡང་དག་པ་ཇི་ལྟ་བ་བཞིན་དུ་རབ་ཏུ་ཤེས་པ|ā­srava-kṣaya­yathābhūta­pra­jñāna; ā­srava-kṣaya
ཟག་པ་ཟད་པ|ā­srava-kṣaya­yathābhūta­pra­jñāna; ā­srava-kṣaya
བྱི་རུའི་རྒྱ་མཚོ|Prabālasāgara
བྱི་རུའི་རྒྱ་མཚོ|Prabālasāgara
འོད་ཀྱི་བྱུང་གནས|Prabhākara
འོད་ཀྱི་བྱུང་གནས|Prabhākara
འོད་ཀྱི་ཏོག|Prabhāketu
འོད་ཀྱི་ཏོག|Prabhāketu
རབ་ཏུ་སྣང|Prabhāsa
རབ་ཏུ་སྣང|Prabhāsa
འོད་གསལ་མ|Prabhāsvarā
འོད་གསལ་མ|Prabhāsvarā
འོད་དང་ལྡན་པ|Prabhāvatī
འོད་དང་ལྡན་པ|Prabhāvatī
འོད་བཀོད་པ|Prabhāvyūha
འོད་བཀོད་པ|Prabhāvyūha
འོད་བཀོད་པ|Prabhāvyūha
འོད་བཀོད་པ|Prabhāvyūha
རིན་ཆེན་མང|Prabhūtaratna
རིན་ཆེན་མང|Prabhūtaratna
རིན་ཆེན་མང་པོ|Prabhūtaratna
རིན་ཆེན་མང་པོ|Prabhūtaratna
དཀའ་བ་སྤྱོད|duṣkara­cārikāṃ carati
སྒྲུབ་ཐབས|sādhana
རྟོག་པ|kalpa
ཚངས་པར་སྤྱོད་པ|brahma­caryā
སྒྲུབ་པ་པོ|sādhaka
རབ་སྦྱིན་དཔའ་བོ|Pradānasūra
རབ་སྦྱིན་དཔའ་བོ|Pradānasūra
རབ་ཏུ་སྦྱིན་དཔའ|Pradānaśūra
རབ་ཏུ་སྦྱིན་དཔའ|Pradānaśūra
རྡོ་རྗེ་འབར་ཐོགས|Pradīptavajra
རྡོ་རྗེ་འབར་ཐོགས|Pradīptavajra
རབ་སྣང|Pradyota
རབ་སྣང|Pradyota
རབ་སྣང|Pradyota
རབ་སྣང|Pradyota
སིམ་པར་བྱེད་པ|Prahlāda
སིམ་པར་བྱེད་པ|Prahlāda
མཁས་པས་བསྔགས་པ|vijña­praśasta
སྐྱེ་དགུའི་བླ་མ|Prajāguru
སྐྱེ་དགུའི་བླ་མ|Prajāguru
སྐྱེ་དགུའི་བདག་པོ|Prajāpati
སྐྱེ་དགུའི་བདག་པོ|Prajāpati
སྐྱེ་དགུའི་བདག|Prajāpati
སྐྱེ་དགུའི་བདག|Prajāpati
སྐྱེ་དགུའི་བདག་པོ|Prajā­pati
སྐྱེ་དགུའི་བདག་པོ|Prajā­pati
ཤེས་རབ|prajñā
ཤེས་རབ|prajñā
ཤེས་རབ་མ|Prajñā
ཤེས་རབ་མ|Prajñā
ཤེས་རབ|prajñā
ཤེས་རབ|prajñā
ཤེས་རབ|prajñā
ཤེས་རབ|prajñā
ཤེས་རབ|prajñā
ཤེས་རབ|prajñā
ཤེས་རབ|prajñā
ཤེས་རབ་འབྱུང་གནས་བློ་གྲོས|Prajñākaramati
ཤེས་རབ་འབྱུང་གནས་བློ་གྲོས|Prajñākaramati
ཤེས་རབ་བརྩེགས|Prajñākūta
ཤེས་རབ་བརྩེགས|Prajñākūta
ཤེས་རབ་བརྩེགས|Prajñākūṭa
ཤེས་རབ་བརྩེགས|Prajñākūṭa
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Prajñāpāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñāpāramitā
ཤེས་རབ་ཕ་རོལ་ཏུ་ཕྱིན་པ|Prajñāpāramitā
ཤེས་རབ་ཕ་རོལ་ཏུ་ཕྱིན་པ|Prajñāpāramitā
ཤེས་རབ་གོ་ཆ|Prajñāvarman
ཤེས་རབ་གོ་ཆ|Prajñāvarman
པྲ་ཛཉའ་བརྨ|Prajñāvarman
པྲ་ཛཉའ་བརྨ|Prajñāvarman
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|Prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|Prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|Prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|Prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ|Prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ|prajñā­pāramitā
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མདོ|Prajñā­pāramitā­sūtra
ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མདོ|Prajñā­pāramitā­sūtra
ཤེས་རབ་སྒྲོན་མ་གྲངས་མེད་པའི་འོད་ཀྱི་མེ་ཏོག་གི་དཔལ|Prajñā­pradīpāsaṃkhyeya­prabhā­ketu­śrī
ཤེས་རབ་སྒྲོན་མ་གྲངས་མེད་པའི་འོད་ཀྱི་མེ་ཏོག་གི་དཔལ|Prajñā­pradīpāsaṃkhyeya­prabhā­ketu­śrī
